,fold,p.adj
GPX2,4.8296191107342,2.29530314851795e-07
GPR19,2.66945270127933,5.38534495527845e-09
TTYH1,2.12605853526141,0.0232991279241606
SRL,-2.22152008534122,3.7322132342903e-07
MEOX2,-2.51682558610718,3.58230447371667e-15
CALB1,2.91464939026241,0.0174642941812706
DCDC2,-3.43836461013393,2.90277357710144e-27
CCDC180,-2.06079786896563,2.95151342620183e-08
HBD,-2.09268868428084,7.27419064304237e-05
MAGEA3,3.94783804485083,0.000103261971526762
SERPINB7,3.90823644575841,7.10959941414014e-06
MS4A4A,-2.2216007751132,1.1110994032938e-15
LRRC10B,-2.96714990452094,1.25225585694635e-05
PKNOX2,-3.03885299727469,1.79368464748665e-25
ST3GAL5,-2.59160364203885,6.52390258956752e-29
CYP4F11,2.64874349267396,0.000146477377486138
SBSPON,-2.84082451945943,2.49342623260562e-15
RP11-758M4.1,2.81660554111131,1.52046065735651e-09
CLDN18,-8.35210621743855,5.93733031515697e-32
NKAPL,-2.3704794956267,6.12757759497886e-30
C10orf10,-2.51659895062885,1.47327829025851e-07
PTTG1,2.78860090489359,5.29094839564674e-14
LMO2,-2.28320030870561,3.9398677984642e-15
DLEC1,-2.24990684902257,0.00160518009954544
JAM2,-3.15100551629885,6.60922184396613e-28
TEKT3,-2.46233895672814,3.16343106543813e-07
COL7A1,4.63499528522258,1.59008336289266e-09
TCTEX1D4,-2.5933823987284,3.4207896631621e-08
TP53AIP1,2.24804506176149,2.61933641049513e-05
P2RX2,-3.00507301525523,0.000201662294221085
LCE3E,3.2682507466986,0.00470531880788373
UGT1A1,3.86600943358883,2.52839873601391e-08
PPARGC1A,-2.0898697256965,1.05743804294922e-13
MAGEA9B,4.30203915491419,1.65813268669798e-06
MS4A14,-2.67857607438486,2.14468817820758e-12
BTBD11,3.00555482372077,3.86465568781851e-13
CXCL2,-4.37296851475149,2.56927739061179e-07
CRABP1,3.25230317897714,0.0171383101759914
SRPX,-2.03659244727809,3.31846562869449e-08
C2orf50,-2.3049586335426,2.94076294350368e-05
SPOCK1,2.78556313738378,7.29430277017424e-10
CD1C,-2.83171586853936,8.14011754573578e-16
LHX9,-2.03677918546738,5.96899834501786e-05
CYP4F3,2.19364759744315,0.00025396816408795
WWC2,-2.89138740648784,1.85588354034447e-27
KIF14,4.0768648092523,6.3909487630627e-22
KISS1R,2.09520078183281,0.00545536056187084
FGF10,-3.60184737885809,1.00773449395823e-17
ACOX2,-2.55380034770624,1.29297318786448e-26
GPR133,-4.33435127450325,1.72553053367397e-31
TK1,3.29580325046651,1.63829327083763e-21
BIK,2.35759795758313,5.71494481235884e-11
HYAL1,-3.51781552291365,2.42872420506309e-40
NECAB1,-3.46053480277116,1.37979690009018e-19
ADARB1,-2.16480392705578,6.20250742575262e-22
PROM2,2.49099194224334,8.5972034403461e-09
CHEK1,2.96000518449805,2.54788809288545e-23
CCNF,2.47920305140152,1.69805236732711e-18
BMP5,-3.86743210784851,2.91546464540463e-25
CLEC1B,-3.2489016490198,9.17154267341352e-14
MAP3K19,-3.31487098742504,3.19702009832298e-05
FABP3,-2.1375999761328,1.55020541669942e-05
C2,-2.57559920546936,1.00052350021881e-28
CD74,-2.30519994990834,2.27833054475562e-25
DMRTC1B,-2.11396659668043,7.36114443033966e-12
PTGIR,-2.1866370927065,6.91834424237186e-10
C2orf40,-5.18153605807138,1.38243578092615e-13
GNG4,4.538932165671,6.42853430499454e-08
RP11-407N17.3,-2.58509134431555,7.53418565458244e-15
GJA3,3.21271614493839,2.40591988733398e-08
C10orf67,-3.98135338274421,1.62479572801665e-18
IGFL2,3.32041548885916,0.00306869233799251
GATA1,-2.58789590777358,2.1637825568101e-19
CRABP2,3.66119177729309,1.6285371378201e-06
PCDHA10,-2.34940937783358,4.848684034045e-05
MAL,-2.66303902986496,9.76477592454639e-23
APLN,-2.49519741603431,0.00448041657974637
MAPK4,-3.13018573242403,1.05999743147786e-11
CA3,-3.83715432609167,2.07327813274819e-10
E2F2,2.78502349483569,1.03305736410681e-16
AC002472.13,-2.39467410119844,0.0432985288696951
KLB,-3.60862960580123,1.07860591396119e-13
TTC16,-2.45986486513218,4.36533827659407e-05
ACSL5,-2.59380134619992,2.11438115305017e-26
HIST1H1D,2.277778665647,0.00503550468169484
HES2,2.17599364235706,1.13890156893719e-06
HSPB7,-3.25302027778861,2.63912890472905e-20
TSACC,2.56492181228494,2.37631804845675e-09
VSIG2,-5.22523574217329,2.85150087870113e-32
CCL23,-4.48160125918675,1.69381513113641e-15
HOXA10,4.2786134670389,7.04531862471768e-12
DKK2,-2.89391916444701,3.02077847569723e-10
COX6B2,3.33771472810504,0.00209404498654343
TMEM125,-4.05802907667131,6.41943886007458e-35
CDC45,4.30444255931875,1.1858679424964e-19
RIIAD1,-3.91353341653594,2.10624624955875e-07
AATK,-3.47444904654635,1.91430414708473e-21
RAB11FIP1,-2.33259875570312,5.33948122546141e-22
LGALS12,-2.06820196000133,3.99837235879255e-09
TLR4,-2.61977161084428,3.10077052273938e-28
SLC9A2,2.067575173164,6.63527394978159e-05
ELOVL4,2.36486023877774,7.43696805495248e-09
SLC5A9,-4.2219347386741,1.47347639960766e-10
TPPP,-2.2753844270767,4.73815030863306e-13
PTPRB,-3.50499993412644,6.32107096399527e-23
BUB1,3.31041759765533,4.74952762491012e-22
C7orf10,2.12762096158078,8.21606513833228e-09
A2M,-3.64839989530176,5.96249956687458e-36
SLC5A12,3.28376021796712,1.58648935188259e-07
ACOXL,-4.19240253948145,1.34348467842547e-27
LGALS7B,5.27062826211469,9.15930445495001e-05
HMGB3,2.31560130113972,5.27338639833189e-17
VAX1,2.18543434887418,0.000346480379320373
POLQ,4.0253559602039,4.67708244477254e-19
DRAM1,-2.70620461547944,8.66489557668531e-32
C5orf34,2.14262626144247,2.79710292085531e-17
TRIM29,4.02339402645758,2.40562535494106e-18
ANG,-2.12201104997151,1.53420207616891e-27
VCX,2.10965583811336,0.00010152347236691
PLCH1,-2.03749324609678,4.36195218903547e-19
ATP10B,2.40628427793496,9.14343158718205e-05
KIR3DL2,-2.02874782110136,2.81076591568575e-11
CCM2L,-2.92400405528681,7.20188103591925e-24
BST1,-2.11719458385571,2.49531484456221e-23
FCN3,-5.71140389113145,1.54403553245796e-14
POU6F2,3.44217010544399,3.46926675841536e-12
GPR17,-3.25373283811117,5.94073379980788e-13
ANXA8,2.17960668000088,1.22953960356788e-07
CDO1,-3.73603093144359,1.84244903840835e-18
HCST,-2.14899684186402,1.31785298794282e-19
TNFRSF10C,-2.18581388154653,1.46557484351026e-15
CTSV,4.18360368512759,1.19140472871737e-08
B4GALNT1,2.79348952476895,9.62597999776828e-09
FAM189A2,-4.76684112600264,1.95390641998865e-29
TOP2A,4.5190104644513,1.40516745520417e-15
GPRIN3,-2.20759395209285,5.28619526201692e-20
GRK5,-2.90180404053211,3.46798254085273e-30
HBM,-3.01667705367895,1.16130477106593e-05
SCNN1G,-2.57412508197005,4.98984794170601e-10
SCGB3A1,-5.99403706159358,1.59536596698293e-08
CYP27C1,2.34011683781238,6.1898012102182e-05
USHBP1,-3.58157401912416,2.66466899360089e-29
HOXA1,2.18045205543514,3.35652722304365e-12
SLC22A31,-4.54660794594846,9.74893791079638e-24
DCSTAMP,-3.19762709222325,2.78581519980163e-12
CA12,2.52179312902001,5.17402697866236e-08
MTFR2,2.20161597807682,9.76914300776025e-20
AQP4,-6.23463546084369,1.25923449947572e-37
PRAM1,-3.44781110386414,1.04891786554996e-19
SLC25A48,2.88220133251514,0.000125192107772762
PI15,2.02318579281614,0.000266463289214634
RAPGEF3,-2.29721403254079,8.94919336475988e-25
KAL1,-2.43722524484281,6.58802472776662e-16
FRMPD2,-2.08566320687499,0.00115796436216341
LTC4S,-2.70640003660069,4.16138752142989e-23
FGF9,-2.10906202197976,0.000983064204991474
HSD17B11,-2.02620150073694,5.38704607449147e-29
ANKRD66,-3.92263942847406,7.45197669447595e-06
PNPLA7,-2.39754291131649,1.6900214422117e-22
GGH,2.08860383379103,4.72809520624993e-09
MRC1,-3.95268038179411,2.37041061454735e-08
NR0B1,2.05206533717178,0.00493791585085019
SCIMP,-3.06380565241874,3.38232665677913e-23
SASH3,-2.15780366246156,1.21085826751586e-16
SFTPA2,-7.61959272253965,6.50820964016957e-29
ADAM12,2.92022681413602,1.33689655475632e-07
ABCG2,-2.38597109486793,6.42398223769927e-10
KPRP,2.70605539620437,0.00269882621347975
FST,2.5063806572543,3.75558099513998e-11
HIST1H2AH,2.08996760188851,0.00146084662964552
STK33,-2.27747329438712,1.76555013587456e-09
SORBS2,-2.96081293828707,2.79879239057644e-21
HIST1H3G,3.16096137241814,0.000782677007703458
HOXD10,3.99316351762703,8.0728467172275e-05
DEFA4,-3.03404914210445,0.0477392300817664
KHDC1L,2.73010410957233,0.0091580326155196
USP44,-2.68118776620386,1.4711392841225e-20
MAGEA9,5.04220892792823,8.80513723604527e-06
L1TD1,-2.53645109090527,0.00012293135244654
PGR,-2.56041688634452,1.15398174505234e-18
KLF9,-2.25160601379949,1.63979969949729e-19
HLA-DPA1,-2.47360058651292,2.84901484775016e-28
SULF1,2.24599760725044,6.71292247032689e-08
EZH2,2.82138573901231,2.29144392624449e-17
PI3,3.88819716241138,0.00234330527443496
GIMAP6,-3.22180707897035,5.89894457468485e-28
WDR65,-2.19219685565929,3.78342126951074e-05
AC090616.2,-4.48748312795983,1.61989149375385e-16
NFE2,-2.99950796159093,1.08028689088161e-13
UBE2S,2.49720172772776,6.85407733108238e-18
NXF3,-3.74771020040194,1.164986390578e-20
SMCO2,2.68837353372571,5.96324241498252e-10
PODXL2,2.14080557947945,2.76448283384371e-09
KLF15,-2.84338089061516,1.04259535031019e-13
PLIN5,-2.85784271689053,9.27076174363237e-18
RADIL,-2.40020598137586,1.65848931492639e-15
OVCH1,-4.28489686236424,2.96692955915155e-10
FILIP1,-2.82924448778192,9.82487022771514e-30
PCDHA3,-2.12654534012278,8.68110832174332e-07
MAGED4,2.93237879750406,4.04739029857716e-12
CD83,-2.11219756491373,3.32763215725007e-10
BCL6B,-2.6090059009336,6.54322638818746e-16
CARD14,2.9087930916953,4.53377927301486e-12
TIMELESS,2.19739649213246,4.26691315699444e-20
HRASLS,2.76954765943439,9.2369728827372e-09
TGM2,-2.43880031347564,5.32105440107114e-20
CAPS,-2.74481103514694,7.89766001996728e-05
AFF3,-3.74727365003749,5.91234680307757e-26
SPRR2D,5.60809283027201,3.038732790105e-05
RAD54L,3.66900818306575,1.71625018439377e-19
ABCA8,-4.8254584014246,1.72576018762308e-28
TNNC1,-6.35421928506879,2.60106172221556e-24
ZNF750,2.02780113171543,1.51203715041322e-09
RHOB,-2.09040027888014,5.34969938776097e-18
FOXD1,2.98372565081053,2.43636671142152e-11
PLLP,-2.7607920343798,3.17265316298281e-27
NTN4,-2.8239997663433,2.36529207506757e-23
ADAMDEC1,2.25920422278812,3.8067849279161e-05
FAM179A,-2.92293721673031,3.32735188112002e-05
CYBRD1,-2.41819754863752,5.94365160946496e-28
CD22,-2.25576682878786,0.00612727507930655
KCNJ5,-2.4127519430444,7.44900667684904e-10
CAPN9,-3.93618457107035,4.73848351254195e-18
SLCO2A1,-3.08080274364826,9.81707370056194e-13
CD300LG,-5.9610372752573,1.82325996705982e-14
LHFP,-2.19800170034429,6.47747325632424e-29
WDR96,-3.03399114957368,8.01133150340864e-05
CENPW,2.6597987362067,1.96716680973394e-17
LHFPL3,-3.66059692516565,1.98136031376706e-13
DUSP13,2.13049730982821,6.71481893091386e-06
KIF4A,4.30000509132336,2.18709308642244e-26
PHACTR1,-3.18397896871501,2.56905137340047e-36
RUNX1T1,-2.27161545653746,1.77324511540712e-15
HLF,-2.50278504647148,1.14925256340678e-16
DLC1,-4.05920827696074,2.81887485336062e-29
RASGRP4,-2.9919592472572,6.02730341202843e-30
CRTAC1,-4.68259634205683,9.19524352045785e-19
TYRP1,-2.33079656204291,6.12869963671718e-11
CCDC42B,-3.34938524347662,0.000191686721909083
CRTAM,-2.49530978812698,2.27968748202858e-18
TTC21A,-2.03283683626321,1.39819916078147e-09
GIPC3,-2.03023708595505,1.39567922249568e-16
PLAC1,3.25317287264675,0.000166805518880894
MCM2,3.17159440421998,6.53726818003672e-17
MTL5,3.34355492671311,2.93181716237121e-13
IRX2,-2.119429157723,2.0676961394259e-13
LCN6,-4.39386094667943,1.80360752985467e-07
KBTBD11,-2.09404102086441,5.93083267835333e-12
ENG,-2.46759994672954,2.53098335004183e-27
SEPT4,-2.26099158980719,2.45715646577632e-28
TLR3,-2.01359604092373,2.01743804863832e-19
AUNIP,3.26020721233767,8.59755611484446e-18
GSDMC,2.39996622298786,2.24338228956805e-09
FGG,-4.96412208317756,0.000309674564473691
BCL11A,2.46620782920878,1.44355885340579e-11
PRDM13,2.21265583204046,3.37547576108327e-05
DCDC2B,-3.46879967969269,5.10562358179817e-05
CYP3A5,-2.13344018470803,1.67579885886451e-07
MAGEA4,5.51952469400228,1.36747567266458e-05
IGLON5,2.16880553456879,0.0177425914527591
C10orf115,-3.57650216111887,6.56444235519142e-13
AOX1,-3.08616607379874,3.51325677602801e-08
MYOCD,-3.59379216182561,5.07451534278539e-15
PAPSS2,-2.64440695408993,2.16597716662026e-25
C3orf67,2.57480423063572,1.23409222217937e-12
DPCR1,-4.66418934925718,3.07057574539718e-17
CHRDL1,-4.70984861264109,1.07506063112637e-26
PFN2,2.21459882622521,3.84289340649806e-13
APOL3,-2.30300500495585,7.07234572748542e-25
NRGN,-3.54119789874996,1.7405748261791e-21
IFLTD1,-2.37654458905973,8.32148611780951e-05
CTSH,-2.97720034229657,5.61282306076605e-25
RHBG,2.21925724456885,2.45750992347267e-05
FRY,-3.23638304951743,4.51975714027328e-34
MAGEA2B,2.72890270966459,0.000502909148700792
ZMAT1,-2.12658414577153,3.35498399751812e-13
KLHL41,-2.480499719517,1.32244334397482e-15
CRIP1,-2.72236373498655,1.21368104128243e-09
CKMT1A,3.38221556284608,2.39414242640449e-11
RSPH1,-3.36187682411539,0.000108270989063122
S1PR1,-3.80819708809104,4.81130595907333e-27
APOC2,-2.32739889872666,9.51813635357028e-07
LRRC70,-2.2657765411157,1.02712144346176e-14
PKHD1L1,-3.10926596962411,1.29116800594791e-07
PPAPDC1A,3.62195523030913,2.28512527742497e-06
SLC15A3,-2.03139939139898,7.75212028594815e-20
SYNPO2,-2.29201356446773,0.00765954794684705
HPGD,-3.2740090349468,4.12989754742319e-15
WDR16,-3.28807606189916,2.57478861997313e-05
SHH,-3.22733974018039,1.31117819415847e-10
KCNG1,3.66524707044426,1.35979106758062e-08
RAI2,-2.88661549252862,7.4583779987055e-36
MAGEA1,2.93734478918817,0.00215486404988057
KIF12,-2.08659798144127,3.61737326149052e-07
LPCAT1,-2.41940059900521,1.40650909044871e-19
SGSM1,-2.07048903357444,3.6377106299617e-10
CMA1,-2.83170167423732,2.94476699542542e-07
TMEM132A,2.74940259155347,3.33584587756318e-18
CNNM1,2.02579015865878,7.03511195998317e-09
RND1,-3.60778582334409,6.49910180739286e-07
LYVE1,-4.1286099917241,4.46688269315607e-17
NR0B2,-5.07353493935807,3.19207511292538e-21
MARCO,-4.68479440678859,7.67325966535945e-23
GPD1L,-2.3718050303809,5.47887310955946e-30
C1orf192,-2.43581769793299,1.12315674132657e-05
LIMCH1,-3.67159144234135,4.62798665406376e-29
RSPH4A,-3.49803577930175,1.52483911844157e-06
HBG1,-2.56367263386078,0.000995075559968931
TPX2,4.71823292376939,3.34531849525441e-16
FANCI,2.82261101513227,2.13949804138759e-21
PKDCC,-2.30319827723438,1.29444847114465e-09
ARTN,4.28265782535594,4.42231537137211e-13
TMEM213,-3.91141756052963,6.36512445856406e-07
PON3,-2.11940732838659,2.39584889908747e-08
HPR,-2.86210385654595,2.36377068975802e-06
NEGR1,-2.78197021859475,4.31382775164206e-19
FADS6,2.65687102432415,0.000392150444969529
CCDC19,-2.30956847917169,2.81067291104282e-05
ADRA1A,-4.22788247817809,1.7083347185724e-11
PLK1,3.96238431630398,1.9051724888359e-22
CYP26A1,3.16141419859502,0.000189331052566885
SNTN,-4.4068901407446,1.26987024577022e-05
DYDC1,-2.11648641632402,0.000798648541204049
C20orf85,-5.61534021132314,5.34068983129104e-06
NXPH3,-3.11233128905774,2.11926149484676e-20
LGALS7,4.77361585897556,0.00448007763596108
NXPH4,5.37355883894729,1.34407820080945e-12
PLA2G12B,-3.92603736194262,1.56723943350013e-13
UPK1B,3.95532356429673,0.000121074308912264
CACNA1D,-3.24102624931285,9.81605099330283e-27
GALNT5,-2.11243651441097,7.20263079399046e-12
PCDHA12,-3.73917771008008,4.29101926271915e-23
PCDP1,-3.88800027581775,3.12029670964679e-23
WDR38,-3.89078597921246,2.94530642099849e-05
DUSP1,-3.03239978969457,1.86015220658257e-19
IQGAP3,3.63956549927253,2.02742401826909e-15
NME5,-3.36952444926413,1.78390732050126e-09
C11orf21,-2.960903621654,5.67523001284015e-17
COL4A4,-3.5966864207449,5.50543629869385e-27
FANCD2,2.01202181452225,1.23324666278022e-18
PRR15L,-2.98618655296851,7.40039817618225e-15
ARHGAP20,-2.28456749227171,1.00506067360747e-16
CETP,-2.17829129549004,4.65011191064908e-07
IL33,-3.21341801837572,1.03873108570431e-17
RP3-369A17.5,-2.97105260359038,6.39887837474534e-06
LILRA2,-3.03519747831787,9.4429790594718e-15
PCDH9,-3.34873984373778,1.81814728165449e-16
C5orf49,-3.80318852945468,1.21161247230689e-06
RGS22,-3.17610683148479,1.2287551136367e-09
TREM1,-3.30220241918746,2.42724716135658e-19
SFTPD,-6.21339492014125,6.1780077121107e-29
IQSEC3,-3.63130001652367,9.09638359916052e-11
MS4A7,-3.23139639547632,7.42061147419854e-23
KCNB1,-2.14411975902378,9.23226567338379e-07
HLA-DMB,-2.1526037032994,3.55718210331403e-18
TYMS,2.45299181379066,7.77194811797824e-13
CEL,2.58126137970227,0.000285747650165308
CATSPERD,-4.38924340171588,7.98688557204174e-06
CMTM5,-2.72799668755789,1.91459866520614e-09
DNAH12,-3.63913836910615,2.76313522907741e-05
FOXF1,-3.31042196609737,3.56225618308121e-23
CCDC78,-2.188849733858,0.000938847131319598
SKA3,3.63004833891212,6.99007652332458e-21
PNCK,4.47912332874451,4.86620569348454e-09
CENPA,4.58122353362601,1.85400674216169e-24
RDM1,3.31575247633298,2.21270215509457e-12
CCDC33,-2.87536733819908,0.000424078131809796
FMO2,-4.10717359097717,7.80217270588192e-21
FLRT3,-3.4264812589884,1.72850287228862e-19
HBA2,-5.32920068279792,5.23429734856822e-08
CRYM,-3.84943180417205,8.82929071841493e-14
LMOD3,-2.40275585061859,2.21532626985962e-19
WFS1,-2.26019959121329,1.47555566386776e-25
SCGB1A1,-6.7671523297063,0.00024125433759019
KRT7,-2.95560223830921,2.33646456050133e-05
HORMAD1,2.08167238705545,2.12062604849292e-07
EMCN,-3.87660681299251,3.463323594661e-27
MIA2,-2.74222070559005,3.52970781473122e-18
EN2,2.43826330141258,1.37949260870387e-05
TACC1,-2.17220094910105,7.47680995633604e-24
BMX,-2.47863537812013,1.07509864522458e-05
AURKB,4.17641982791791,1.21439620367452e-22
GLIPR2,-2.76000216875716,2.41979306222786e-28
TEKT4,-2.41672103657911,0.000265882488049378
UNC13D,-2.19999391173281,9.38449760684259e-16
XG,2.42960135157787,1.28379183336074e-06
TIMP3,-2.57080026514,6.75404007432592e-21
CD5L,-4.26786012316349,8.89120080620772e-15
SNX30,-2.04760390420459,2.41076996780877e-25
DQX1,4.24449066457699,4.98829824428464e-15
CHRNA2,-2.3379113163925,3.43474018734118e-13
C12orf36,2.4399444689449,0.00307316241044603
SLC1A7,-2.46974270905115,3.66266477420101e-16
RORC,-3.56532851384129,4.44567637240712e-23
FCGR3B,-2.33858387182797,1.00582677717305e-08
ROR1,-3.25851932012526,4.76950092670309e-31
KLC3,2.66379567592786,8.81568037962858e-15
CD101,-2.53300191934746,4.29701378806607e-10
TCF21,-4.92793466704899,5.32343775768908e-30
ABCC9,-2.13683590038685,2.627222615832e-20
HJURP,4.24536324954601,4.429506909717e-17
KIR2DL1,-2.58694732247826,1.27157203765807e-08
PTGFRN,2.07259992800546,1.50519497728914e-15
SCTR,-4.21787554434858,3.00984263245079e-23
SIGLEC5,-2.36647784711124,1.03119997254042e-07
FGFBP1,2.35980029388605,1.26793735181506e-05
SGOL1,3.45399378084999,1.04403388816067e-20
FAM216B,-4.62742530973927,2.57275414863497e-06
PTPN21,-2.62680589138522,1.1250926876505e-22
WDR17,-2.09902453689666,3.02395297843739e-08
APOBEC3B,3.00138779674135,1.91517074039358e-09
KRT6C,6.00800543559275,0.0138059860581096
COL17A1,4.94673274598169,1.29867073398582e-06
CACNA2D2,-5.42164277919474,9.99058705796379e-31
GPER1,-2.93441111205645,1.86986370155603e-11
ZNF366,-2.72248523889943,8.60745703848211e-20
HMGA2,4.70991992646709,2.15037821933638e-07
FSCN1,2.32700059398328,3.80026633412486e-10
OLFM4,2.08173635113992,0.00125262923762016
CYB5A,-2.44480014393977,5.08676953748176e-24
SEPP1,-2.21340117783004,2.14802023067473e-09
SLC6A13,-2.92294379450741,1.61650298094214e-23
SLC34A2,-5.64115031698665,1.05812113148238e-30
ARHGEF6,-2.3633902405805,1.02313587443801e-32
FAM134B,-2.01960458311556,8.2717917354989e-14
HBG2,-3.64475594219417,0.00114745395139204
COL4A3,-4.60491875817792,2.93062206131165e-21
SLC16A1,2.35739692811816,3.70298223780606e-12
OLFML1,-2.10319979872233,1.00751743024911e-17
CLIC5,-5.9393547899611,4.62798665406376e-29
SPRR2G,4.91344890051161,0.00604755974049686
RBBP8NL,2.09223423946827,1.19818037978415e-08
AMICA1,-3.30399270583734,3.15660156284299e-27
ADRB1,-4.25761787006514,1.35777622463481e-13
IL11,2.66215535086162,1.63546720996275e-08
CPA3,-3.0887648319525,8.99259918718382e-18
RGS5,-2.02999526059836,4.30877017205552e-13
HHLA2,-2.85659415761545,1.40894826068822e-07
DISP1,-2.33062564112253,1.3872769515699e-18
HPN,-3.02403931681319,1.70551609646651e-19
WISP2,-3.74602878389826,2.21907132639247e-14
TONSL,2.39439110894444,4.11741547610184e-13
RYR2,-2.08033311580813,6.32700571037101e-12
SLC1A1,-4.04361308653285,1.26381366763444e-27
GREM1,4.11540740628977,4.05387400781533e-07
SPATS1,-2.77002546650597,2.8039576721277e-05
ZDHHC15,-2.02635139921811,3.2239900063534e-07
MYO1F,-2.08779523822059,6.52501736674233e-20
LIPH,-2.41501184317428,1.09613879426233e-15
MAP6,-2.64199730170654,2.07915796866504e-13
AMTN,3.54824802007327,0.0296234818090416
EPDR1,-2.02419478855995,3.75413829483981e-20
CR1,-2.12986619294472,3.74515108067505e-09
RAMP3,-3.74539998626323,1.43554265764233e-15
SOX17,-3.58212653978421,3.69793775421682e-18
CLIC2,-2.52299359993046,1.32909424345395e-23
HAP1,3.67764082013837,6.42938421859471e-05
C4B,-2.25679745836784,3.7248352971753e-11
TNFSF12,-2.2541979562081,6.82338567564401e-42
CTAG2,2.30415745223026,0.00844397698971163
PGM5,-4.04178638436629,6.54194365292827e-30
MAGEA12,2.02871783622083,0.00844549884256285
GPR115,4.15521183647038,6.01993469623801e-08
CST6,-2.95622058963975,2.91609504500896e-17
AKR1C2,2.59180954839605,1.08297391324963e-06
HOXC11,3.79871060547302,4.71157741949343e-07
RFC4,2.78199661122437,2.72882890414353e-16
ASPM,4.14617494424299,8.57031249939174e-18
MICALCL,-2.37981748611929,2.71044116098584e-17
CH25H,-2.44303376786146,2.75998481445273e-06
HOXC10,4.4699159732608,2.38905052196151e-05
NUDT11,2.42425488850881,1.03705804280943e-09
SH2D1B,-2.70084316433882,7.35936996476296e-13
RSPO1,-3.99630774995462,7.39394009663121e-14
TUBB1,-3.56540892931612,4.09788264543726e-08
TSPAN12,-3.31241208373646,2.62731346772579e-29
UGT1A10,4.47136265016259,0.000233668981589351
C22orf34,-2.09578376787877,1.87112338924609e-11
DLX1,3.52536637020974,4.87347997563739e-05
GIMAP1,-3.00902902749756,1.17919703107312e-26
CKAP2L,4.0518771106235,3.59866398039389e-24
CST5,-4.34162947706859,1.62136818864659e-12
SLCO1B3,2.26051962009873,0.00283097469230634
S1PR4,-3.10340157793199,2.60106172221556e-24
IL16,-2.06619311783596,7.63139120081714e-15
CAPNS2,4.25028129546068,1.6195740162462e-07
GJC2,-2.13352442457634,1.22281423042622e-14
GDF10,-5.59966451289362,1.07035198728852e-24
SLC26A9,-4.07325416319214,3.10128969588006e-17
LRRC15,2.25954044417498,5.95116616310239e-06
OIP5,3.52678882102905,4.92238999521683e-17
P2RX1,-2.5800341087778,2.74936664182338e-19
RILP,-2.06160361111226,6.26875242062504e-33
NPBWR1,2.68303030769382,0.0405713613464208
DENND3,-2.54059759805864,5.73497836560577e-24
CCR1,-2.05820025941642,4.44590451124811e-15
SLC2A1,5.04539914185272,1.07947189611853e-14
ATP2C2,-2.28659966043341,5.57415740531038e-14
LOXHD1,-2.89087092739106,2.24398116769007e-07
HIF3A,-3.04776899902949,2.34391811003389e-10
NLRC4,-3.0892670936523,3.82330142867774e-25
DGKI,2.10184121123833,0.018525866108559
SGCG,-3.79458236073815,6.21497994911753e-07
GZMH,-2.19478157930867,1.40621083846829e-07
SYT15,-4.03777781508091,1.49617965422413e-26
ITIH3,-2.93005926492194,2.60844547106389e-18
COL22A1,2.70569449382664,0.000298293573652383
TEKT2,-3.23673118241856,5.68583348537181e-05
SCGB2A1,-2.908594882631,9.14343158718205e-05
CMTM2,-3.06371642947612,6.02889136008011e-08
PLCXD3,-2.41870946418573,6.52997786801163e-08
SLC22A3,-3.25938412053782,1.85618260194348e-09
SKA1,4.02865033752055,9.04430986240999e-25
TTC29,-3.5203144598332,1.56011112994478e-05
LIMS2,-3.2906052563047,3.77566685919698e-27
EGFL7,-2.32519893362736,3.70069527050966e-21
PRSS1,2.41355424815415,0.0039601671467259
PROK2,-2.39267743561782,4.23228910731376e-05
SERPINI2,-2.28681660984074,8.40687211559747e-05
FRMD3,-2.87702073058912,1.04809364385695e-23
MSLN,-4.00859217655054,1.74442360127964e-09
CDH8,2.31492093761225,5.21644146685778e-10
FAM92B,-3.54851348548715,0.000126909640304057
NKAIN2,3.21501481763807,4.6387199174763e-08
DPP4,-2.19737326446727,1.55414148914555e-10
OSR1,-2.39359088335744,2.45387669669849e-09
CDCA7,3.35740956008959,3.37152597397071e-13
GRAMD2,-2.99942779851218,2.42051588930026e-11
KRT77,2.61108796813782,0.00676142329109827
GPBAR1,-2.9663201796714,1.51502607284034e-20
PRUNE2,-2.03278808398592,4.29133529475454e-12
CDH19,-2.61705977366023,5.15714013839441e-11
BTNL9,-4.83783328766487,1.37809503469777e-22
PLA2G4F,-3.21130296103783,2.87974932104049e-15
KIF19,-2.63507562166652,3.89603489582336e-05
MORN5,-4.02291791513747,5.22928205667576e-05
WDFY4,-2.30960674587746,6.66526426502851e-16
FOXJ1,-3.43493129712526,1.94809116679754e-05
NR4A1,-3.16080210368059,1.23324831151608e-09
AC020907.1,3.82513172525641,1.27341170837381e-05
SPRY4,-2.25939858146926,3.54620449608448e-19
HLA-DQB1,-2.38799614012357,1.17589608942117e-06
UGT1A6,3.89352174356089,3.03208185675168e-10
LYPD1,2.04910773237213,5.63478851371135e-06
ICAM2,-2.80500260425461,9.59394611133255e-29
CDHR4,-3.64365032323919,0.000122452093849244
PVRL4,2.60839861460308,1.37794846683209e-12
C6ORF165,-2.49922166597247,2.11225539519585e-05
NLRP12,-2.96530116626623,1.63719356697812e-08
FOS,-2.78900003430324,1.2922435999294e-09
HOPX,-3.42240316611387,5.55937163352072e-20
MMP9,2.35338926699253,0.000946279523626789
CGNL1,-3.21519474833749,2.93098863934749e-33
