,fold,p.adj
SPN,-3.62038565196101,5.09032931559262e-27
TEX14,-2.06748712065937,3.97810870065656e-10
CD300E,-2.31895525065622,4.01168324595641e-08
GRHL1,2.35701699298039,4.27485212610903e-11
METTL11B,2.31257218873766,1.69296350529099e-10
SNX25,-2.2040014898299,1.72765349645705e-28
NKPD1,2.36124275693733,6.39632588381886e-09
CD37,-2.4581981783622,1.9204711361461e-15
SLC9A3R2,-2.53179975342701,1.99363655523508e-22
KRT74,2.72854398041238,5.55478079580823e-10
EPAS1,-3.36999990669292,5.52519968564635e-23
MYADM,-2.50620048039396,2.62942290001442e-13
TMEM252,-2.88931616837133,1.064727176411e-18
RGS18,-2.26475282111495,4.96014796511814e-16
SLC13A5,2.15255148535948,0.00242524545293929
LDLRAD1,-4.39800363147951,2.76313522907741e-05
GYLTL1B,2.61080871063303,5.76287771283143e-12
CORO2B,-2.71259462889107,1.33923606924547e-18
C16orf54,-2.57520713375034,2.83963941027157e-21
SEC14L3,-4.14320450591876,0.000334408384489824
IL1RAPL2,2.05652782247165,0.000135864923297253
SLCO2B1,-2.60820120602821,3.38484086747605e-21
C12orf39,-2.49163524459203,0.0219909560510412
GJB3,4.61520050886162,1.81771991579645e-13
ALS2CR12,-2.09577440311618,4.72538688481893e-06
FCRL1,-2.5677531699922,0.0232388706992999
PNMT,-2.32287110200409,0.00461379662248404
RGL3,-2.6979989921878,8.16459217799004e-14
C10orf107,-3.70198827252927,2.51684106365002e-09
SHCBP1,2.58423084897425,8.05324666266516e-15
DYNLRB2,-2.90866445371852,1.8162702253588e-05
KIR3DL1,-2.85918481709227,2.20196326693014e-09
ZEB2,-2.2508053088035,7.51276541783296e-29
HSD17B6,-4.20482782538321,1.48002842616872e-19
TSPAN8,-2.84739996430754,0.000326078451057293
LCE1F,2.18433262408377,0.0040953643881857
CSF3R,-3.09240191091839,2.20649200162266e-25
CAPSL,-3.4791010098155,7.6410908100748e-05
DSC3,6.07864542417509,2.38814786720697e-14
PTGFR,-2.27869475931976,4.18714310400033e-08
C18orf56,2.55198332747434,9.88678966651476e-10
PLAC9,-3.76818169859913,5.02508386683565e-22
ATOH8,-4.85654591158039,4.67625174730184e-26
APBB1IP,-2.01939888366603,6.55779331776863e-19
EMR3,-3.3135741466391,1.27891029909328e-12
C3,-2.21419997177127,1.0740444978667e-11
VEPH1,-4.59502159127784,8.4982675779935e-32
TFEC,-2.04003456647237,1.05652599587904e-14
ADGB,-3.32280400600942,4.18525920500103e-05
STARD8,-3.04499656715814,1.17919703107312e-26
DUSP9,5.12671974948976,1.32059390071157e-05
MGC4294,2.07768341801943,1.4586442263055e-10
GAS2L2,-3.41427136577656,1.16159729750472e-05
TMED6,-2.24622489699796,4.23903384353694e-15
PTPRO,-2.10218317000774,6.73814217253339e-10
CELA2B,-3.37512054344513,8.5791988623956e-09
HOXC6,2.79292906161872,2.27169579455869e-06
FAM25A,4.02213280033355,0.00468419715458581
PKMYT1,3.28622232859772,4.24033155124119e-18
IL7R,-2.53580740700147,3.73864163216708e-15
SEMA3G,-3.36400171211085,1.31996599779038e-14
TENM4,2.66431101421864,4.98271271115244e-11
KCNRG,-2.11390255602162,3.40653097472163e-06
CYP3A7,-2.92773501255253,1.97086198764699e-08
HPSE2,-2.66616012549708,4.30115230775058e-05
TSPAN32,-2.77041537050439,5.21308515624541e-18
CLEC12A,-3.23840609846904,2.28616341451291e-21
MYO1G,-2.01660240971918,5.29492057607935e-15
C22orf15,-3.08984953690018,7.73194450366667e-05
TNR,-2.79873800314508,5.24088771738231e-05
SLURP1,2.42749891643311,0.0095577975170168
KLF6,-2.06160028975241,1.69381513113641e-15
ETV4,2.6400074308714,3.55743989094308e-07
DTHD1,-2.41022466918363,4.80756129511281e-05
CYS1,-2.41043702982998,1.52807215147809e-14
RIMS2,3.12219978029694,8.62170431809072e-09
GABRA3,4.68059038019547,8.61313626160587e-13
ERVMER34-1,2.28178926274328,0.000119412672273594
AVPR2,-2.97558524571038,1.90130271162617e-16
EME1,2.88701168214438,1.86015220658257e-19
HIST1H2AM,2.90056605773298,4.28734087316766e-07
SEMA3E,-3.33580246086619,1.6304718846745e-16
CHRNB4,3.52503196961432,6.30025938347347e-11
BNC1,4.15080151899796,9.25883460016663e-09
FPR1,-2.76680325235541,3.20968321396188e-11
PCDH19,2.63166993614986,4.76691253234081e-06
CD93,-3.06359481541809,1.04046692669333e-23
MEF2C,-2.19440054706649,5.93576826296207e-24
CENPE,2.95612489905851,9.27664020566682e-22
CDK5R1,2.45019305303515,1.03418394666637e-16
C6orf25,-2.3602854104482,2.99149016530276e-10
ANKDD1B,-2.28938791347869,1.12313305807732e-12
MRC1L1,-4.16180802793708,1.77989545421763e-20
IGSF6,-2.06079259268288,4.50470652157155e-15
SLC19A3,-4.12156125540338,1.99692344098636e-22
PAX9,2.69935464744687,2.13748293742313e-08
C10orf95,-2.66521346317033,2.98760869391488e-08
CYP17A1,-2.7877409512808,2.83635054969679e-15
EXO1,3.97613877270627,2.83192922954022e-21
PHACTR3,-2.7765805765225,4.4647463305327e-07
SIGLEC11,-3.60917331638008,2.55596546753674e-18
RNASE4,-2.49619983673316,8.90454953747289e-33
MYL9,-2.20080014836813,1.00845312945725e-27
S100A2,5.48079137482612,2.40989467464315e-07
UBXN10,-2.91330881195813,8.89743650961508e-09
GAL,4.42974480815519,0.000268634306456439
AR,-2.30778007604668,1.27732469032877e-18
IGFL3,2.5603805333731,0.0194905417844229
S100A7A,3.68529129291802,0.0027290845606449
MMP1,4.84023394067387,0.000195965874490141
FGFR4,-3.8800129711431,8.27235406627308e-29
SLC2A5,2.30368183342524,2.2093726482441e-07
CA4,-6.9528679679649,2.22138164488853e-27
DNALI1,-3.06319784983236,0.0351881648633552
CYP1A2,-2.5722321330913,0.00236946319518926
BAIAP2L2,2.83928719508603,1.59529096710671e-07
RXFP1,-3.08353855328983,0.0294668828040124
CCDC114,-2.03179794782014,0.000380888739053581
GPA33,-5.14439997591285,1.53750846626463e-14
SPC25,3.56441614793851,1.99018666938552e-20
KCTD1,2.42559896335104,2.51308717379143e-11
C10orf91,2.24710005421869,2.06998828837693e-05
RAD54B,2.20316041841365,3.18759075446381e-20
EDN1,-2.70259595255255,5.695288545167e-12
FZD4,-2.57379372682847,5.40672153460904e-21
KRT15,4.81299951861324,1.86652603778398e-06
CHAF1B,2.3318192398624,4.56328327911299e-19
P2RY14,-2.95133346564885,5.34323425783976e-27
ECT2,2.86719507298919,6.65197718749414e-17
KCTD12,-2.0819959201244,1.81534065570406e-26
IGSF9,4.45267007698457,3.2179095627425e-07
MAP7D2,2.30753376043381,3.60454314887449e-08
SPRR1B,6.71707693035707,3.88545808196096e-05
DMRTA2,3.06481883574318,1.24131656368464e-05
GADD45B,-2.76220004078648,1.86978706695314e-10
FOLR3,-3.68533599341569,0.000180448593161037
KIAA1549L,3.22941539942628,1.81750165511198e-06
TESC,-2.06200923391519,6.99961755634722e-05
MAGEA6,3.76172527617621,5.52690315990432e-05
IRX4,4.09118210340955,0.000419383578774259
CCDC85A,-3.59793262391865,1.50253923838027e-25
ABLIM3,-2.68598370361235,7.44459215129814e-28
SCNN1B,-2.82379138688155,1.74167337266838e-22
CEACAM6,-3.50598743704404,4.52095397153558e-10
SYBU,-2.51299821287453,2.32960954036231e-10
EFCAB1,-2.12359621307389,0.000555331212107935
ANGPT4,-3.86282519147758,2.25599562458587e-13
MOGAT1,-2.20683810521461,6.13224284990269e-09
GDNF,2.71745983069634,0.000167304332470612
MYH11,-2.95239474961741,2.52482660497594e-09
DNAH9,-3.25357685698529,1.38314341812836e-05
BTK,-2.62279186117565,3.46893147550004e-22
ERCC6L,3.57874326841229,3.41405121815659e-24
GUCY1A2,-2.4449952487271,2.59360253284619e-16
LPPR3,-2.50961251025063,0.000898609146719446
ESYT3,-3.25160720462635,2.12275689975536e-31
APOBEC2,-2.2470631728077,0.0106913542952654
LCE3D,3.96572413717953,0.0108910457168427
TERT,2.41665972063086,0.0015192793881894
IL5RA,-2.57242952723041,1.99245498301205e-09
IHH,-4.54808712384852,1.28939347719738e-21
STARD9,-2.67079849916129,6.45370319093557e-25
ADAMTSL4,-2.84859714857142,2.90122902300196e-09
KLRB1,-2.38457169435895,2.11848841526113e-16
DSCC1,2.34201058000292,7.31541474574325e-20
SECISBP2L,-2.16319611022055,6.32753152783277e-19
S100A7,6.11889620364476,0.0126424217074645
FCGR3A,-2.18279747232949,6.23479844920759e-16
FAM47E,-2.04039549863105,5.38390770742545e-17
HRC,-2.46907806887516,2.18445064726428e-19
C1orf116,-3.1349985686493,3.56655324618926e-26
ABCA9,-2.77470321143275,3.87120970491761e-21
DNAH10,-2.52588713121463,1.97402271956857e-05
APOBR,-2.59178363950895,2.23197055099026e-17
HOXD13,4.37952579280705,9.9912146792799e-07
ANGPTL1,-3.91131253462934,5.85573422877086e-19
TICRR,3.96659160121541,1.00335760156283e-21
NCAPG2,2.1061978944256,1.35402920854307e-19
MEGF10,2.333646340351,0.00013857336430457
CASS4,-3.05975578907263,3.71205510441688e-17
ORC1,3.3109791710933,8.36842439916807e-18
PPP1R42,-3.12124322391018,6.45786255327871e-05
C14orf132,-2.38536455319866,1.53220912268199e-22
DES,-5.28783355747488,1.16263357990312e-15
ZNF385B,-4.52885656995059,2.39722032552506e-19
SPERT,3.10986741276188,1.91591647931663e-11
TJP3,-2.3877891684836,5.48131673716396e-10
GAD1,2.91701507824403,0.000395447569815473
SBSN,4.76948929349114,0.000420029896013581
C1QTNF7,-4.11712041164894,1.74372488959951e-24
B3GALT2,-2.42224407400398,0.00343992888386212
CDSN,3.04139864424588,0.0043274599324644
GCLC,2.34779581966735,8.96175474743828e-08
CCNE1,3.5686251634576,2.14067849001902e-06
CDK1,2.9170028171188,1.32095892697388e-21
KRT17,6.08479576928952,3.71908331226409e-10
NR5A2,-2.1763886125453,1.01618149828355e-08
WFDC5,2.96367444761184,0.000310575585559782
PGC,-7.37516099190877,5.3990658291022e-14
MAG,-2.19462817122952,0.000361130045913083
DNAJB13,-2.02462485916076,0.000605426901690435
C16orf59,3.64294585979254,3.55689856386642e-16
GUCA2A,-3.9203533040948,2.09634726975221e-09
EPN3,3.69097372894852,1.51359142158789e-19
CPM,-3.21799945351107,6.09100243406079e-30
RASSF2,-2.28661379125589,2.15740253044741e-17
TMPRSS11E,5.26374584340258,8.1062575547445e-05
ELF5,-2.48093196992365,6.89627175929695e-05
CLDN1,2.5386008737356,3.82391717145263e-07
C17orf72,-2.84575245174379,2.85367227124389e-08
COL11A1,5.62200149968375,2.07006853875068e-06
FAM181A,-2.9999861045188,0.0021950746568462
LAPTM5,-2.0422001428378,4.60741066581855e-22
MACROD2,-2.88659834732294,1.31775160756322e-15
ARHGAP18,-2.25579439016431,3.07869624409105e-29
SLC7A5,2.98899268385562,2.20304684238127e-09
ANGPTL5,-2.82735386711548,1.02960515206705e-11
ASF1B,3.13959067042078,8.64866260598534e-16
ARC,-3.55460986088646,1.74016629094225e-10
S100A4,-2.39579985695608,7.36529286517273e-19
XRCC2,3.48908815154075,5.08704771614253e-22
SPRR3,6.28085224971161,0.00120459396429835
NOVA2,-2.93024665266436,7.30704910360531e-28
GALNT14,2.95421453151427,1.83793810154721e-06
PDZD2,-2.80239036951597,2.80202264824417e-11
FLVCR2,-2.47019922337361,6.21465190864031e-29
RHCG,5.11587019705354,1.65683708466908e-05
AL163636.6,-3.19519372661837,1.56872786521709e-27
LY6D,5.75687918964338,0.0014534431973816
CASP14,3.21173489703851,0.0293838026929499
GPR87,5.55488706447879,3.98313525804474e-13
CNN1,-2.23260688531456,1.18639837461195e-10
HMCN2,-2.58117305767827,5.6472497666914e-07
CAT,-2.38660017106255,3.07501800469706e-37
ETV1,-2.16599043627726,1.45180936462162e-17
CHRM1,-3.79154440936451,7.21563578664621e-09
SLC4A4,-3.55899531077247,6.22850016786044e-25
SFTPB,-6.31579898250079,6.52390258956752e-29
DNAJC5B,-2.29166966577762,3.35295026226219e-10
ZFP36,-2.5812001325094,3.3799835706289e-11
CYP4B1,-6.46019165647141,4.65818502897629e-26
SIRPB2,-2.14098026250951,2.2692823821074e-15
MSR1,-3.34779895995226,2.88739553828906e-23
NTRK3,-2.65537292601594,8.83308842085941e-07
ITGA8,-3.78776616241246,1.08074077056037e-24
CACNA1B,3.19907831345643,8.20843379722757e-08
CIITA,-2.13300304158592,7.56889311780374e-14
VSNL1,2.82979563651207,1.35409117922251e-12
PBK,4.10988437590574,6.16775920364309e-17
SNTB1,-2.11399742703498,1.43920359017219e-14
FCRL6,-2.79699862922756,8.2602642214825e-15
CDT1,3.52605742175599,3.47787678269024e-15
PRRX2,2.30819398361386,3.47736495316663e-07
CLSPN,3.08805891347416,2.92904556602747e-12
C10orf54,-2.01559942849072,6.0259451870666e-30
LRP2,-3.70653902110181,0.0255535724143458
C1orf194,-4.97928446355843,8.6236812076127e-06
HGF,-2.33576850691928,1.1986113361105e-12
KCNT2,-3.48837197396631,1.32605300707979e-20
ATP8A1,-3.13894011571174,7.32032795805617e-24
NCAPH,4.02839628929457,2.64996471521902e-27
CTSS,-2.47359982237601,2.66003387402516e-22
MMRN2,-2.28700087223682,4.69438944796508e-22
FGF7,-2.08039015425179,9.46713459153496e-11
PACRG,-2.50217752595438,3.47054797447641e-05
LRRC71,-3.25282477888409,2.92720246946864e-05
ST6GALNAC3,-2.88896493306195,6.62177660775033e-24
MYOC,-5.17161152486985,5.38973800368139e-05
DEPDC1B,3.86562865979757,1.39490761418483e-22
SIX4,2.19642309254084,8.52913088805946e-11
PTPRZ1,3.25377501358795,8.05166703728896e-10
COCH,2.60004679022934,8.95563839044225e-05
UNC45B,-2.64691064382372,3.44209090985658e-09
APCDD1L,3.22402336736164,0.00150531033647662
PARVG,-2.10559910719697,5.32860804097553e-17
TMEM88,-3.36643111549134,1.02735420487538e-24
TPRXL,3.50638894922472,1.13819044952911e-12
SLC16A5,-2.06320242269547,5.6590656261523e-26
APOA1,-2.70518962838048,2.02169907810052e-10
RP4-576H24.4,-2.62374909523493,1.2174028286843e-10
SPOCK2,-3.79479120127998,1.51432370006744e-16
SOHLH1,3.19932414448362,0.000432555953442544
MLPH,-3.59040247502475,3.32293850385759e-24
CHODL,2.23231858282564,2.08182264694589e-06
HTR3C,-3.82994287635775,3.36081056564102e-07
FAM72D,3.16007800400376,1.67912918548915e-13
TWIST1,2.99434411038459,1.82754269763459e-05
GAPT,-2.67181781722846,5.46053457881008e-09
PLA1A,-3.17302737178616,9.50521518314095e-10
RPH3AL,-2.23119697509303,3.84131708686224e-26
GLYATL2,2.67347490837873,0.00653505647670054
MT-ND6,-2.2723999784172,2.45802181446113e-14
FAM132A,2.17079960752262,0.000882100149949877
CENPH,2.15440594095083,1.45625514168336e-19
PGLYRP3,5.38376446734985,1.18340403670789e-05
ITGB8,2.00477643855017,2.79254123781302e-10
GREM2,-2.54254448727249,1.38073992453303e-13
CBLN4,-2.2429866636891,3.42029379103338e-05
HIST1H3J,2.41778302725823,8.19202687983141e-07
HOXA5,-2.05261168950038,2.24105099061581e-13
DDO,-2.61442322143378,1.04894355876717e-28
DIO2,2.92265962362444,1.13527613244828e-07
PRDM16,-2.97446509413137,2.00218154473677e-24
PADI1,2.53483365863682,0.00228760010155995
HIST1H2AI,3.39696004082249,1.44395713117748e-05
NEIL3,3.66674261913961,2.74713010490329e-11
C9orf135,-4.00048349712952,3.32989838621588e-06
SFRP5,-3.8525897057964,7.46759508737069e-08
AP000769.1,2.1080296921817,3.92718143906857e-08
ARHGEF15,-3.47501681752946,9.5179098704022e-25
CD163,-2.00820072914259,2.08006837257952e-06
TDRD5,3.02706591690811,1.44227917543175e-08
DSP,3.97599799303421,1.17802346946344e-18
TBX21,-2.43379716705569,2.48715277433284e-15
MASP1,-3.13660685589954,0.038089878977348
TMEM100,-6.03481685042179,1.43448271327543e-15
TEK,-4.07881666346186,1.01907410923254e-23
FGD5,-2.67840964934887,7.89738692588038e-29
HLA-DOA,-2.49740997902746,6.22850016786044e-25
CNR1,-2.97939078730031,9.76853388053967e-10
SOX21,3.00944264187371,1.39573106810343e-07
PCDH12,-2.73598727163075,6.63168355980927e-15
ASAH1,-2.00579997882688,1.00394034390633e-35
TMEM232,-2.57667760308785,2.21819864425581e-07
AQP3,-2.06820106270808,0.000253556368508757
CDC20,4.59679028577201,2.04079910017202e-17
DOCK8,-2.36440318901551,6.06151487240062e-25
AGER,-7.87879259848135,1.34382678861556e-26
CCL24,-2.45941260984801,0.0344567394229553
NGEF,2.73446623713845,4.52544390527996e-06
CCDC69,-2.69440276282832,5.41933663438046e-39
GJB4,3.79223527454927,3.86187066359084e-10
CNTNAP2,3.26707531853556,7.93852596282074e-08
KCNJ8,-2.09880802550724,3.21890859743382e-19
EDNRB,-4.65800096423408,4.14254920995494e-26
MYOZ1,-3.49283993667697,3.0982027611188e-17
FXYD1,-4.12680790672589,1.42806922063608e-34
ADIRF,-3.1235952535993,5.82565018173055e-18
FPR2,-3.82760139471461,9.06276333216596e-11
NES,-2.1926032090588,1.23439847334219e-14
EFNA2,2.11385439771943,0.00117515804710449
SLC6A14,-2.8335364496688,0.000361671076844784
ADAM33,-2.16455760105121,8.04849722946841e-11
CXCL17,-3.27321954175667,4.5075732189495e-18
HIST1H2AJ,2.30236056210813,2.7689175297381e-08
SLC6A2,2.22049641236398,0.0127091671776061
PEBP4,-6.63847336404506,3.36471399150866e-25
TPSD1,-2.59048993830819,1.81458233190853e-06
SHOX2,3.7087872451222,5.4717925931162e-08
GRIA1,-4.77455343781098,3.54104067393079e-14
MELK,4.40904741762221,1.05598736855449e-14
TMOD1,-2.55500180222842,1.58448168583887e-19
FGR,-2.90539893119624,2.52708802772025e-27
FAM13C,-2.63320989953449,8.98502933449737e-22
PVRL1,3.74579749782486,5.80785615215646e-17
RPL39L,3.08299502754726,3.45138128230221e-12
SIGLEC14,-2.1589926880549,1.76757870038331e-11
GABRQ,3.43365884215513,0.00263557584997586
C2CD4B,-2.21006001312085,0.00678059910653194
SCN2B,-2.55565623163081,3.02077847569723e-10
TMPRSS2,-3.49079051422246,9.70171227328117e-23
KRT78,3.33664344919507,0.000229347579472607
PTGIS,-2.47430634638727,4.70480587660248e-07
PID1,-2.99499637046099,5.14489191740835e-33
CAV1,-3.52180224671689,8.2263340404541e-25
TROAP,4.41821813114428,8.25182024405518e-19
CTSW,-2.61800290046969,1.851169845731e-20
PALD1,-2.00981354244813,1.59723418062836e-14
MS4A2,-3.36363404924792,1.06039951965719e-18
CD52,-3.77179701869137,7.77410933830435e-21
TBX2,-2.50579302469735,1.40056900661067e-16
CHGB,2.0591148514051,0.0157985692897013
DTL,2.556033163265,4.51244721374786e-14
RGS13,-3.21471292506611,1.96885518637085e-12
HDC,-2.69505686948963,9.85426105070324e-10
CD300C,-3.00808259440444,5.26025359833695e-23
RHOV,4.33628773835652,5.1258364317094e-11
MLC1,-2.08927552727047,9.44648906324942e-08
WDR49,-2.29923871692392,7.69892966906884e-05
ECT2L,-2.67745889835503,0.000146710650657343
FAM69C,2.55970240074857,0.000169831358408008
ALDH1A2,-2.80461546756263,4.06657784106131e-08
ITLN2,-6.32487918669237,2.11988560905013e-16
FIBIN,-2.15821930073704,2.07919516648748e-08
RECQL4,3.1996232742737,9.82173803880953e-19
TLX3,2.8437900680065,5.86196067860488e-07
ERBB4,-2.9787058209883,1.00538717424017e-16
IVL,4.91174945463674,3.27090417467717e-05
TUBB3,3.26639904585368,7.20439354821241e-06
XDH,2.43407084513074,0.000238996807027733
MBIP,-2.037599879407,1.85588354034447e-27
SPRR1A,5.9093471759265,0.00169924267333762
ERG,-2.76719878291246,7.42704563145973e-24
ERP27,-2.1791605538014,7.6499789740645e-07
TMEM171,2.98513267604245,0.000106608377357549
FREM3,-2.41000582072172,4.27292589794613e-09
C1QA,-2.491600551027,6.69103878116757e-19
DPEP2,-3.55321995172447,7.09468157707539e-30
DNAI2,-3.50827414384751,8.12822293916448e-05
CDC6,4.04802388703554,1.34230526847262e-20
NEK2,4.38793088975955,1.74601459106048e-20
SUSD2,-5.21940415904177,1.12125352872315e-33
SEC14L4,-2.58887212693529,2.01342134943604e-13
REM1,-2.34326954914174,1.73736479794149e-10
RP11-169F17.1,2.29683537721323,0.00717611079702392
RANBP3L,-2.56878728432604,4.81908637597918e-11
WFDC6,-2.7641009671807,0.000874308217743666
CD69,-2.84062117046765,5.71413917019229e-11
NEDD9,-2.59900266054201,5.2322213262216e-27
INMT-FAM188B,-3.94443615065932,2.96201288474341e-11
ACSS3,-2.70799404525297,1.51359142158789e-19
WBSCR17,-2.28880508427445,0.00297024463493303
HIGD1B,-4.29421917719841,2.23003772225614e-19
LAMC3,-2.14781198481971,6.80110574613714e-10
GIMAP8,-3.4197795579786,4.67546141781212e-23
GAPDH,2.18400001265417,3.40949210140276e-18
ALOX15B,-3.43038954977478,2.14394963344764e-05
SH3GL2,-3.59113482265803,0.000336228598371235
DENND2A,-2.74880951634638,4.74677487486854e-23
NETO1,2.91873513578892,2.20270392073486e-05
CARD18,3.33081528256104,0.00166411924096333
GOLT1A,-3.13125043105759,9.28627532316229e-22
RNF182,-2.29868328816099,0.00371501637437583
FAM65B,-2.24079292384339,2.09964868635773e-09
NR3C2,-3.01158698322522,3.11669848251042e-32
PPP1R32,-2.36239485434435,2.62556923758629e-07
MYO5C,-2.04978687308221,3.59197824704792e-23
LMO3,-4.2439957142691,7.83229457236508e-17
TMPRSS11A,4.31856138030047,0.000934080254776819
ITM2A,-2.92579326658929,2.5046629879189e-25
DNAI1,-3.45768245110358,0.000208897093033648
CTB-186H2.3,-2.57913976869274,0.00204863365667956
DSC2,2.3815976569721,4.98738667038277e-10
PRF1,-2.45659241159854,2.35943098451297e-15
HHIP,-5.19485243447938,5.92258417610291e-19
LY6G6F,-2.80960386025427,0.000304374712808043
PLEKHB1,-2.69741220014581,3.03011109839851e-13
F10,-3.09260471340838,3.27661913496995e-29
C14orf180,-2.05247427154731,9.56376124770705e-13
SPC24,3.28118997566602,3.81865485750651e-18
CCDC141,-3.90381718367596,2.58576780098733e-09
ABI3BP,-3.72000583739183,8.71157122342809e-25
HLA-DRB5,-2.76459819856905,4.43089038336551e-05
KRT13,3.96701018148273,0.000396842780773927
KIF2C,4.17279920476728,4.78631054645515e-18
ENPP4,-2.65401214823423,6.82328791737584e-31
C1orf189,-3.65223419140423,0.000102854312405047
SLC6A11,2.50439672226272,2.59304888313143e-05
ITGA10,-2.52992848312013,4.06709097965996e-16
RPS6KA2,-2.79339453777155,2.60094855057821e-35
ST8SIA6,-3.37877211105519,1.99891238730458e-16
OLR1,-3.71259595875206,2.83232293897268e-12
DOCK4,-2.35379777806183,3.10817872299707e-28
VSIG4,-3.68960224233414,2.39416198201146e-22
PLAC8,-2.46939427037039,2.28588679901976e-10
DMBT1,-5.29482285691811,5.06672482925828e-05
TMEM190,-3.99727992324814,0.00199822969930259
ROBO4,-3.7497997534334,5.91234680307757e-26
UBE2C,4.71680928485491,5.30851852596707e-19
TMPRSS11D,5.14196010282102,2.3609243489932e-06
BRIP1,3.18284217480787,9.32901238938619e-19
GBP4,-2.02820102783476,3.11687271038853e-12
AGMAT,2.20053755443032,2.38097850604574e-10
TBX4,-3.74518375591181,3.42557055663097e-22
PI16,-4.68762907986744,4.67023401138433e-08
DDN,2.19238723653138,1.70110332931139e-05
CD302,-3.16998233881859,3.74780073464355e-38
ESPL1,3.2988728620532,6.26775033974437e-23
KLK11,-2.34537220710803,0.0468366447201142
ARHGAP6,-3.19239761348051,2.39191560000842e-29
NPY1R,-2.39199816812134,0.00013479355943144
KCNJ15,-2.10039580533682,2.62326090033169e-17
GYPE,-3.92846793205302,1.5041049766594e-21
TIE1,-2.93480706353748,6.22850016786044e-25
GLOD5,-2.92596287981521,7.02096128104724e-30
CD40LG,-2.47949743792383,1.34011343008005e-10
ZNF540,-2.01556328918465,1.17762474066054e-22
FAM83F,4.44504842541222,4.71130351611741e-16
FAM154B,-2.27059722569619,0.000120736385449448
CDKL2,-2.99754875953994,1.68947522515357e-26
IGFL4,2.94731671300439,1.68640247767748e-07
PALM3,-2.67417765424115,4.42897011473221e-09
CCL26,2.44961919841098,0.00011395944136058
ATAD5,2.13947873311938,2.53610995220752e-19
SPAG5,3.19560947556236,3.02123700825943e-17
AURKA,3.05861733325106,1.18234898330028e-19
PTGER2,-2.13499368749256,9.05119406369791e-13
C19orf69,-2.28048596680693,8.55466007564444e-13
C3orf65,2.08040983669537,0.00717895169891724
CNTN6,-5.312584269428,1.63076022288477e-27
LGI3,-4.94827915038596,3.96104648835277e-19
GPD1,-5.67795480944689,2.02972548684022e-18
BAI3,-2.47455938843703,6.32601891798847e-15
SFTA3,-6.22584862834546,1.12125352872315e-33
TYROBP,-2.47839974725795,4.4428455833937e-22
WASF1,2.15961315062467,2.57587353210701e-11
FOXN1,3.0524670264825,5.60150609604357e-06
GIPC2,-2.81840543225802,1.15001854521707e-17
MUC21,-2.92087310010806,3.70633964772802e-07
SERPINB3,3.60424178885476,4.89094979928751e-05
RNASE10,2.11217272470833,0.00190777375132743
CYP2A6,-2.45846923803317,0.000593362320860999
CKMT1B,3.57866059375795,1.47094689110379e-12
GNGT2,-2.19277413868805,2.78936160844551e-23
CXCL16,-2.07740118248958,4.5661876642207e-26
MARK1,2.33441255822502,1.12447578890109e-17
AMBP,-2.24799636950371,3.37630897042235e-07
TAL1,-3.625094340878,1.10296358505527e-27
ZYG11A,3.02676907964143,5.3960887814755e-08
SERPINE2,2.02339704903039,1.14221148193232e-08
SERPINB4,4.52143044801569,6.90859981617251e-05
ALOX12B,2.72473166681606,0.000863514813121646
KRT34,3.10481436445288,0.00075389127981742
APOBEC4,-3.04226714609266,0.000158519496627473
AC104809.3,-3.06167348752489,0.00170064103204318
TMEM158,2.81564099901565,1.9365410214482e-09
MMP19,-2.34979774197636,3.94055631207121e-08
C11orf88,-3.72893257042228,2.04452337661551e-05
GGTLC1,-7.33619169933246,3.35768081888476e-24
ALDH3B2,3.90494656396161,2.03073602481072e-05
HIST1H2BG,2.84413302408799,3.58988878869336e-09
AQP9,-2.49321812657457,3.93909440874838e-11
SELPLG,-2.59539286235818,9.93823061123989e-25
DLK2,2.69623073045263,1.08567432169652e-07
ZNF781,-2.15266312795144,1.21333514800431e-12
TMEM179,2.08700925967793,0.00660036177487326
EMX1,2.91911508253913,2.25872113680072e-05
FAM167A,-3.06739898868399,9.59231123421877e-17
NWD1,-2.20403418170823,0.00118988951556462
REN,-2.68410570675812,2.99283574650945e-15
PCDHGB7,-2.27978614900815,2.8510447683776e-17
SLA,-2.25399940935461,3.21022377523213e-16
ALDH3B1,-3.70680252462765,8.48215063773799e-27
FAM124B,-2.49036369815774,7.89209875432485e-12
LGI4,-2.49516198014022,4.65034912850819e-21
UNC13B,-2.16859799356748,9.06855441687764e-26
AKAP12,-2.3398119646078,3.06231212538838e-06
SAMHD1,-2.02719834669977,2.0805853441315e-23
MYBL2,4.76036806198301,2.50052814299261e-18
CA9,5.66852777549596,7.31766668903991e-05
COL13A1,-2.1630159574484,1.37192780170872e-15
PPAP2C,2.16379950247898,1.3471482524079e-12
PLA2G1B,-6.75466880729194,1.25938208318119e-20
C6,-4.11298963420149,1.63737766167127e-07
PCDHGA2,-2.28281469320106,2.75670557134942e-13
LRRC32,-2.77679939887764,1.01199659307527e-10
C4BPA,-6.09096794222819,4.37837877394118e-19
EEF1A2,2.18411517240895,0.0252884022060854
GCSAML,-2.38844211042823,1.76121510876126e-14
SULT1C4,-2.80317399342449,5.23129135482493e-13
KIF11,3.51699983156941,1.77001038618883e-22
GPC5,-3.14425985446106,1.16786263327334e-11
HECW2,-2.10840197573287,8.152244303406e-15
